made,made
and,and
preached,preached
BY,BY
FEATLY,FEATLY
nobilium,nobilium
exaltatio,exaltatio
LONDON,LONDON
Printed,Printed
by,by
for,for
Nicholas,Nicholas
Bourne,Bourne
and,and
are,are
to,to
be,be
sold,sold
at,at
his,his
shop,shop
at,at
the,the
South,South
entrance,entrance
of,of
the,the
Royall,Royal
Exchange,Exchange
TO,TO
THE,THE
RIGHT,RIGHT
WORSHIPFVLL,WORSHIPFUL
Sir,Sir
THOMAS,THOMAS
WARNER,WARNER
Knight,Knight
Super-intendent,Superintendent
of,of
the,the
Ilands,Lands
of,of
Saint,Saint
Christopher,Christopher
and,and
Metalina,Metalina
in,in
the,the
Province,Province
of,of
Carlile,Carlisle
in,in
the,the
West-Indiaes,West-Indiaes
my,my
much,much
honored,honoured
friend,friend
Worthy,Worthy
Sir,Sir
GOodnes,Goodness
knowe's,knows
as,as
well,well
how,how
to,to
accept,accept
the,the
service,service
of,of
humility,humility
as,as
to,to
merit,merit
it,it
Your,Your
courtesies,courtesies
challenge,challenge
my,my
thanks,thanks
and,and
your,your
love,love
my,my
affection,affection
J,I
have,have
here,here
taught,taught
the,the
World,World
what,what
J,I
should,should
rather,rather
than,than
what,what
J,I
can,can
performe,perform
Thus,Thus
J,I
acknowledge,acknowledge
the,the
rules,rules
of,of
gratitude,gratitude
and,and
my,my
desire,desire
to,to
observe,observe
them,them
Let,Let
it,it
be,be
your,your
favour,favour
to,to
entertaine,entertain
this,this
expression,expression
your,your
glory,glory
to,to
countenance,countenance
it,it
Vpon,Upon
this,this
hope,hope
I,I
have,have
ventured,ventured
upon,upon
a,a
vulgar,vulgar
censure,censure
and,and
what,what
was,was
intended,intended
to,to
be,be
stifeled,stifled
in,in
an,an
hower,hour
now,now
prostitutes,prostitutes
it selfe,itself
to,to
an,an
If,If
the,the
subiect,subject
please,please
not,not
the,the
Readers,Readers
let,let
them,them
remember,remember
't,'t
is,is
Scripture,Scripture
If,If
not,not
the,the
Sermon,Sermon
J,I
confesse,confess
't,'t
is,is
mine,mine
So,So
all,all
the,the
faults,faults
may,may
be,be
favourably,favourably
corrected,corrected
because,because
freely,freely
acknowledged,acknowledged
J,I
that,that
am,am
the,the
Father,Father
of,of
this,this
weakenesse,weakness
professe,profess
my selfe,myself
the,the
admirer,admirer
of,of
better,better
and,and
shall,shall
strive,strive
to,to
imitate,imitate
when,when
the,the
severest,severest
censurer,censurer
will,will
set,set
me,me
a,a
copie,copy
To,To
require,require
a,a
Master-piece,Masterpiece
of,of
learning,learning
and,and
iudgement,judgement
from,from
the,the
least,least
of,of
the,the
Apostles,Apostles
is,is
to,to
forget,forget
discretion,discretion
by,by
expecting,expecting
a,a
miracle,miracle
Let,Let
the,the
World,World
rest,rest
satisfied,satisfied
that,that
for,for
your,your
sake,sake
this,this
atom,atom
is,is
espied,espied
in,in
the,the
rayes,rays
of,of
our,our
Sunne,Sun
and,and
emboldened,emboldened
by,by
your,your
importunities,importunities
To,To
you,you
therefore,therefore
I,I
addresse,address
my selfe,myself
desiring,desiring
your,your
acceptance,acceptance
both,both
of,of
this,this
and,and
the,the
Author,Author
Your,Your
faithfull,faithful
Friend,Friend
to,to
serve,serve
you,you
IOHN,JOHN
FEATLY,FEATLY
THE,THE
HONOVR,HONOUR
OF,OF
CHASTITY,CHASTITY
GENESIS,GENESIS
How,How
can,can
I,I
doe,do
this,this
great,great
wickednesse,wickedness
and,and
sinne,sin
against,against
God,God
HVmane,HVmane
policie,policy
is,is
the,the
life,life
of,of
the,the
unsanctified,unsanctified
but,but
religious,religious
is,is
the,the
life,life
of,of
the,the
regenerate,regenerate
The,The
former,former
plotting,plotting
for,for
the,the
deceitfull,deceitful
riches,riches
of,of
this,this
World,World
the,the
latter,latter
rewarding,rewarding
with,with
a,a
Crowne,Crown
immortall,immortal
'T,'T
is,is
no,no
taske,task
then,then
of,of
impossibility,impossibility
to,to
determine,determine
which,which
of,of
the,the
two,two
shall,shall
best,best
deserve,deserve
our,our
approbation,approbation
For,For
the,the
one,one
just,just
like,like
a,a
Parenthesis,Parenthesis
giveth,giveth
light,light
onely,only
to,to
