A,A
Margarite,Margarite
of,of
America,America
By,By
Lodge,Lodge
Printed,Printed
for,for
Iohn,john
Busbie,Busbie
and,and
are,are
to,to
be,be
sold,sold
in,in
Dunstons,Dunston's
church-yard,churchyard
in,in
Fleet-street,Fleetstreet
at,at
the,the
little,little
shop,shop
next,next
Cliffords,Clifford's
Inne,Inn
To,To
the,the
noble,noble
learned,learned
and,and
vertuous,virtuous
Ladie,Lady
the,the
Ladie,Lady
Russell,Russell
wisheth,wisheth
affluence,affluence
on,on
earth,earth
and,and
felicitie,felicity
in,in
heauen,heaven
MAdam,MAdam
your,your
deep,deep
and,and
considerate,considerate
iudgement,judgement
your,your
admired,admired
honor,honour
happy,happy
readings,readings
haue,have
drawne,drawn
me,me
to,to
present,present
this,this
labor,labour
of,of
mine,mine
to,to
your,your
hands,hands
and,and
fauorable,favourable
patronage,patronage
wherein,wherein
though,though
you,you
shall,shall
find,find
nothing,nothing
to,to
admire,admire
yet,yet
doubt,doubt
I,I
not,not
but,but
you,you
may,may
meet,meet
many,many
things,things
that,that
deserue,deserve
cherishing,cherishing
Touching,Touching
the,the
subiect,subject
though,though
of,of
it selfe,itself
it,it
seeme,seem
historicall,historical
yet,yet
if,if
it,it
please,please
you,you
like,like
our,our
English,English
Sapho,Sappho
to,to
look,look
into,into
that,that
which,which
I,I
haue,have
slenderly,slenderly
written,written
I,I
doubt,doubt
not,not
but,but
that,that
your,your
memory,memory
shal,shall
acquaint,acquaint
you,you
with,with
my,my
diligence,diligence
and,and
my,my
diligence,diligence
may,may
deserue,deserve
your,your
applause,applause
Touching,Touching
the,the
place,place
where,where
I,I
wrote,wrote
this,this
it,it
was,was
in,in
those,those
straits,straits
christned,christened
by,by
Magelan,Magelan
in,in
which,which
place,place
to,to
the,the
southward,southward
many,many
wonderous,wondrous
Isles,Isles
many,many
strange,strange
fishes,fishes
many,many
monstrous,monstrous
Patagones,Patagones
withdrew,withdrew
my,my
senses,senses
briefly,briefly
many,many
bitter,bitter
and,and
extreme,extreme
frosts,frosts
at,at
midsummer,midsummer
continually,continually
clothe,cloth
and,and
clad,clad
the,the
discomfortable,uncomfortable
mountaines,mountains
so,so
that,that
as,as
there,there
was,was
great,great
wonder,wonder
in,in
the,the
place,place
wherein,wherein
I,I
writ,writ
this,this
so,so
likewise,likewise
might,might
it,it
be,be
maruelled,marveled
that,that
in,in
such,such
scantie,scanty
fare,fare
such,such
causes,causes
of,of
feare,fear
so,so
mightie,mighty
discouragements,discouragements
and,and
many,many
crosses,crosses
I,I
should,should
deserue,deserve
or,or
eternize,eternize
any,any
thing,thing
Yet,Yet
what,what
I,I
haue,have
done,done
good,good
Madame,Madam
iudge,judge
and,and
hope,hope
this,this
felicitie,felicity
from,from
my,my
pen,pen
that,that
whilst,whilst
the,the
memorie,memory
shal,shall
liue,live
in,in
any,any
age,age
your,your
charitie,charity
learning,learning
nobilitie,nobility
and,and
vertues,virtues
shall,shall
be,be
eternized,eternised
Oppian,Oppian
writing,writing
to,to
Theodosius,Theodosius
was,was
as,as
famous,famous
by,by
the,the
person,person
to,to
whome,whom
hee,he
consecrated,consecrated
his,his
study,study
as,as
fortunate,fortunate
in,in
his,his
labours,labours
which,which
as,as
yet,yet
are,are
not,not
mastered,mastered
by,by
obliuion,oblivion
so,so
hope,hope
I,I
Madame,Madam
on,on
the,the
wing,wing
of,of
your,your
sacred,sacred
name,name
to,to
be,be
borne,borne
to,to
the,the
temple,temple
of,of
Eternitie,Eternity
where,where
though,though
enuie,envy
barke,bark
at,at
me,me
the,the
Muses,Muses
shall,shall
cherish,cherish
loue,love
and,and
Thus,Thus
hoping,hoping
your,your
Ladiship,Ladyship
will,will
supply,supply
my,my
boldnesse,boldness
with,with
your,your
bountie,bounty
and,and
affabilitie,affability
I,I
humbly,humbly
kisse,kiss
your,your
most,most
delicate,delicate
handes,hands
shutting,shutting
vp,up
my,my
English,English
duety,duty
vnder,under
an,an
Italian,Italian
copie,copy
of,of
humanitie,humanity
and,and
curtesie,courtesy
From,From
my,my
house,house
this,this
of,of
Maie,May
Your,Your
Honors,Honours
in,in
all,all
zeale,zeal
LODGE,LODGE
To,To
the,the
Gentlemen,Gentlemen
Readers,Readers
GEntlemen,GEntlemen
I,I
am,am
preuented,prevented
in,in
mine,mine
own,own
hopes,hopes
in,in
seconding,seconding
thrifts,thrifts
forward,forward
desires,desires
Som,Some
foure,four
yeres,years
since,since
being,being
at,at
sea,sea
with,with
Candish,Candish
whose,whose
memorie,memory
if,if
I,I
repent,repent
not,not
I,I
lament,lament
not,not
it,it
was,was
my,my
chance,chance
in,in
the,the
librarie,library
of,of
the,the
Iesuits,jesuits
in,in
